sort,original_column_name,new_column_name,survey_year,Question_ID,category,sub_category,engagement_calculation,subtheme_code,Label
1034,Q5143_15_15,Q26,2015,Q5143_15,Raw Survey Question,My Day-to-Day Work,,,My workplace processes and procedures enable me to work as effectively as possible.
1187,Q5143_15_18,Q26,2018,Q5143_15,Raw Survey Question,My Day-to-Day Work,,92,My workplace processes and procedures enable me to work as effectively as possible.
1035,Q4641_15_15,Q27,2015,Q4641_15,Raw Survey Question,My Day-to-Day Work,,,I regularly go above and beyond the requirements of my role to help my work unit or organization succeed.
1188,Q4641_15_18,Q27,2018,Q4641_15,Raw Survey Question,My Day-to-Day Work,,,I regularly go above and beyond the requirements of my role to help my work unit or organization succeed.
81,day5_107,Q28,2007,Q7619_04,Raw Survey Question,My Day-to-Day Work,,,day5_1 2007: [NON-MODEL] Work is distributed fairly in my work unit.
220,day6_108,Q28,2008,Q7619_04,Raw Survey Question,My Day-to-Day Work,,,day6_1 2008: [NON-MODEL] Work is distributed fairly in my work unit.
363,day6_109,Q28,2009,Q7619_04,Raw Survey Question,My Day-to-Day Work,,,day6_1 2009: [NON-MODEL] Work is distributed fairly in my work unit.
526,day6_110,Q28,2010,Q7619_04,Raw Survey Question,My Day-to-Day Work,,,day6_1 2010: [NON-MODEL] Work is distributed fairly in my work unit.
701,day6_111,Q28,2011,Q7619_04,Raw Survey Question,My Day-to-Day Work,,,day6_1 2011: [NON-MODEL] Work is distributed fairly in my work unit.
523,day5_310,NA,2010,Q8072_04,Exclude,Outdated Survey Question/Calc,,,day5_3 2010: [NON-MODEL] I am proud of the work I do.
524,day5_410,NA,2010,Q1657_08,Exclude,Outdated Survey Question/Calc,,,day5_4 2010: [NON-MODEL] My workplace procedures allow me to use my time as effectively as possible.
525,day5_510,NA,2010,,Exclude,Outdated Survey Question/Calc,,,day5_5 2010: [NON-MODEL] The work I do gives citizens good value for their tax dollars.
889,Q7619_04_13,Q28,2013,Q7619_04,Raw Survey Question,My Day-to-Day Work,,,Work is distributed fairly in my work unit.
1036,Q7619_04_15,Q28,2015,Q7619_04,Raw Survey Question,My Day-to-Day Work,,,Work is distributed fairly in my work unit.
1189,Q7619_04_18,Q28,2018,Q7619_04,Raw Survey Question,My Day-to-Day Work,,93,Work is distributed fairly in my work unit.
82,day5_207,Q29,2007,Q9958_04,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,day5_2 2007: [STRESS & WORKLOAD B] My workload is manageable.
221,day6_208,Q29,2008,Q9958_04,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,day6_2 2008: [STRESS & WORKLOAD B] My workload is manageable.
364,day6_209,Q29,2009,Q9958_04,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,day6_2 2009: [STRESS & WORKLOAD B] My workload is manageable.
527,day6_210,Q29,2010,Q9958_04,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,day6_2 2010: [STRESS & WORKLOAD R] My workload is manageable.
533,phy1_210,NA,2010,Q3894_04,Exclude,Outdated Survey Question/Calc,,,phy1_2 2010: [NON-MODEL] The physical security of my workplace is satisfactory.
534,phy1_310,NA,2010,,Exclude,Outdated Survey Question/Calc,,,"phy1_3 2010: [PHYSICAL ENVIRONMENT & TOOLS R] I have the tools (i.e., technology, equipment, etc.) I need to do my job well."
535,phy1_410,NA,2010,Q4725_06,Exclude,Outdated Survey Question/Calc,,,phy1_4 2010: [NON-MODEL] I have the information I need to do my job well.
702,day6_211,Q29,2011,Q9958_04,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,day6_2 2011: [STRESS & WORKLOAD B] My workload is manageable.
890,Q9958_04_13,Q29,2013,Q9958_04,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,My workload is manageable.
1037,Q9958_04_15,Q29,2015,Q9958_04,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,My workload is manageable.
539,perf1_410,NA,2010,,Exclude,Outdated Survey Question/Calc,,,perf1_4 2010: [NON-MODEL] I regularly receive feedback on my performance.
1190,Q9958_04_18,Q29,2018,Q9958_04,Raw Survey Question,My Day-to-Day Work,Stress_Workload,93,My workload is manageable.
541,perf210,NA,2010,,Exclude,Outdated Survey Question/Calc,,,perf2_1 2010: [NON-MODEL] A) Have you had a performance review in the last 12 months? A performance review may be a formal appraisal and/or an informal conversation with your supervisor about your performance.
542,perf3_110,NA,2010,,Exclude,Outdated Survey Question/Calc,,,perf3_1 2010: [NON-MODEL] My e.Performance (EPDP) helps me achieve my goals.
83,day5_307,Q30,2007,Q2928_06,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,day5_3 2007: [STRESS & WORKLOAD B] My work-related stress is manageable.
544,cow1_210,NA,2010,Q6887_04,Exclude,Outdated Survey Question/Calc,,,cow1_2 2010: [NON-MODEL] My ideas are respected by others in my work unit.
222,day6_308,Q30,2008,Q2928_06,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,day6_3 2008: [STRESS & WORKLOAD B] My work-related stress is manageable.
365,day6_309,Q30,2009,Q2928_06,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,day6_3 2009: [STRESS & WORKLOAD B] My work-related stress is manageable.
547,pers1_110,NA,2010,,Exclude,Outdated Survey Question/Calc,,,pers1_1 2010: [NON-MODEL] The person I report to listens to my suggestions and ideas for improvement.
528,day6_310,Q30,2010,Q2928_06,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,day6_3 2010: [STRESS & WORKLOAD R] My work-related stress is manageable.
703,day6_311,Q30,2011,Q2928_06,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,day6_3 2011: [STRESS & WORKLOAD B] My work-related stress is manageable.
891,Q2928_06_13,Q30,2013,Q2928_06,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,My work-related stress is manageable.
551,pers2_110,NA,2010,Q2785_04,Exclude,Outdated Survey Question/Calc,,,pers2_1 2010: [NON-MODEL] The person I report to is an effective manager.
1038,Q2928_06_15,Q30,2015,Q2928_06,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,My work-related stress is manageable.
1191,Q2928_06_18,Q30,2018,Q2928_06,Raw Survey Question,My Day-to-Day Work,Stress_Workload,,My work-related stress is manageable.
1192,Q2819_18_18,Q31,2018,Q2819_18,Raw Survey Question,My Day-to-Day Work,,94,My work tends to leave me feeling mentally drained or exhausted.
223,day6_408,Q32,2008,Q1703_08,Raw Survey Question,My Day-to-Day Work,,,day6_4 2008: [NON-MODEL] My job provides me with the right amount of challenge.
556,exe1_310,NA,2010,,Exclude,Outdated Survey Question/Calc,,,exe1_3 2010: [EXECUTIVE LEVEL R]Executives in my Ministry/organization provide clear direction for the future.
366,day6_409,Q32,2009,Q1703_08,Raw Survey Question,My Day-to-Day Work,,,day6_4 2009: [NON-MODEL] My job provides me with the right amount of challenge.
529,day6_410,Q32,2010,Q1703_08,Raw Survey Question,My Day-to-Day Work,,,day6_4 2010: [NON-MODEL] My job provides me with the right amount of challenge.
704,day6_411,Q32,2011,Q1703_08,Raw Survey Question,My Day-to-Day Work,,,day6_4 2011: [NON-MODEL] My job provides me with the right amount of challenge.
892,Q1703_08_13,Q32,2013,Q1703_08,Raw Survey Question,My Day-to-Day Work,,,My job provides me with the right amount of challenge.
1039,Q1703_08_15,Q32,2015,Q1703_08,Raw Survey Question,My Day-to-Day Work,,,My job provides me with the right amount of challenge.
1193,Q1703_08_18,Q32,2018,Q1703_08,Raw Survey Question,My Day-to-Day Work,,,My job provides me with the right amount of challenge.
86,day5_607,Q33,2007,Q5911_06,Raw Survey Question,My Day-to-Day Work,,,day5_6 2007: [NON-MODEL] I have support at work to provide a high level of service.
224,day6_508,Q33,2008,Q5911_06,Raw Survey Question,My Day-to-Day Work,,,day6_5 2008: [NON-MODEL] I have support at work to provide a high level of service.
565,empw1_410,NA,2010,,Exclude,Outdated Survey Question/Calc,,,empw1_4 2010: [ORGANIZATION SATISFACTION R] I am satisfied with my ministry/organization.
367,day6_509,Q33,2009,Q5911_06,Raw Survey Question,My Day-to-Day Work,,,day6_5 2009: [NON-MODEL] I have support at work to provide a high level of service.
530,day6_510,Q33,2010,Q5911_06,Raw Survey Question,My Day-to-Day Work,,,day6_5 2010: [NON-MODEL] I have support at work to provide a high level of service.
705,day6_511,Q33,2011,Q5911_06,Raw Survey Question,My Day-to-Day Work,,,day6_5 2011: [NON-MODEL] I have support at work to provide a high level of service.
893,Q5911_06_13,Q33,2013,Q5911_06,Raw Survey Question,My Day-to-Day Work,,,I have support at work to provide a high level of service.
1040,Q5911_06_15,Q33,2015,Q5911_06,Raw Survey Question,My Day-to-Day Work,,,I have support at work to provide a high level of service.
571,ann110,NA,2010,,Exclude,Outdated Survey Question/Calc,,,ann1 2010: Were you informed of the Work Environment Survey [year] results for your organization?
1194,Q5911_06_18,Q33,2018,Q5911_06,Raw Survey Question,My Day-to-Day Work,,,I have support at work to provide a high level of service.
573,sex110,NA,2010,,Exclude,Outdated Survey Question/Calc,,,sex1 2010: Please indicate your sex.
574,abo110,NA,2010,,Sensitive Info,Exclude - captured elsewhere,,,"abo1 2010: Do you identify yourself as an Aboriginal person, that is, First Nations (North American Indian), Métis or Inuit?"
575,abo2_110,NA,2010,,Sensitive Info,Exclude - captured elsewhere,,,abo2_1 2010: Which of the following Aboriginal groups do you identify with? (Select all that apply)
576,abo2_210,NA,2010,,Sensitive Info,Exclude - captured elsewhere,,,abo2_2 2010: Which of the following Aboriginal groups do you identify with? (Select all that apply)
577,abo2_310,NA,2010,,Sensitive Info,Exclude - captured elsewhere,,,abo2_3 2010: Which of the following Aboriginal groups do you identify with? (Select all that apply)
578,abo2_410,NA,2010,,Sensitive Info,Exclude - captured elsewhere,,,abo2_4 2010: Which of the following Aboriginal groups do you identify with? (Select all that apply)
579,vis110,NA,2010,,Sensitive Info,Exclude - captured elsewhere,,,vis1 2010: Do you consider yourself to be a member of a visible minority group?
580,dis110,NA,2010,,Sensitive Info,Exclude - captured elsewhere,,,dis1 2010: Do you consider yourself to be a person with a disability?
581,serv110,NA,2010,,Exclude,Outdated Survey Question/Calc,,,"serv1 2010: Based on the definition above, how much of your time is spent providing information or services directly to citizens or businesses (by phone, email, or in person)?"
582,serv210,NA,2010,,Exclude,Outdated Survey Question/Calc,,,"serv2 2010: Based on the definition above, do you supervise staff who deliver services directly to the public?"
583,serv3_110,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv3_1 2010: Please indicate the type of service(s) you provide (please select all that apply)
584,serv3_210,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv3_2 2010: Please indicate the type of service(s) you provide (please select all that apply)
585,serv3_310,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv3_3 2010: Please indicate the type of service(s) you provide (please select all that apply)
586,serv3_410,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv3_4 2010: Please indicate the type of service(s) you provide (please select all that apply)
587,serv3_510,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv3_5 2010: Please indicate the type of service(s) you provide (please select all that apply)
588,serv3_610,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv3_6 2010: Please indicate the type of service(s) you provide (please select all that apply)
589,serv3_710,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv3_7 2010: Please indicate the type of service(s) you provide (please select all that apply)
590,serv3_810,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv3_8 2010: Please indicate the type of service(s) you provide (please select all that apply)
591,serv3_910,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv3_9 2010: Please indicate the type of service(s) you provide (please select all that apply)
592,serv3_1010,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv3_10 2010: Please indicate the type of service(s) you provide (please select all that apply)
593,serv3Specified_110,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv3Specified_1 2010: Please indicate the type of service(s) you provide (please select all that apply)
594,serv4_110,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv4_1 2010: My work environment enables me to deliver service in timely way.
595,serv4_210,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv4_2 2010: My work environment enables me to be flexible to individual needs.
596,serv4_310,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv4_3 2010: My work environment enables me to go the extra mile when providing service.
597,serv4_410,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv4_4 2010: I am provided with the appropriate knowledge and skills to deliver service.
598,serv4_510,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv4_5 2010: I am provided with the appropriate tools and equipment to deliver service.
599,serv5_110,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv5_1 2010: My work environment enables my staff to deliver service in a timely way.
600,serv5_210,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv5_2 2010: My work environment enables my staff to be flexible to individual needs.
601,serv5_310,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv5_3 2010: My work environment enables my staff to go the extra mile when providing service.
602,serv5_410,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv5_4 2010: My staff are provided with the appropriate knowledge and skills to deliver service.
603,serv5_510,NA,2010,,Exclude,Outdated Survey Question/Calc,,,serv5_5 2010: My staff are provided with the appropriate tools and equipment to deliver service.
604,Engagement_10,Engagement,2010,,Calculated from Raw,Engagement Model,,,"Engagement 2010 (Calculated from Commitment_10, Job_Satisfaction_10, Org_Satisfaction_10)"
605,Commitment_10,Commitment,2010,,Calculated from Raw,Engagement Model,Engagement,,"Commitment 2010 (Calculated from empw1_610, empw1_810)"
606,Job_Satisfaction_10,Job_Satisfaction,2010,,Calculated from Raw,Engagement Model,Engagement,,Job Satisfaction 2010 (Calculated from empw1_110)
607,Org_Satisfaction_10,Org_Satisfaction,2010,,Calculated from Raw,Engagement Model,Engagement,,Organization Satisfaction 2010 (Calculated from empw1_410)
608,Empowerment_10,Empowerment,2010,,Calculated from Raw,Engagement Model,,,"Empowerment 2010 (Calculated from day1_410, day1_510, day2_310)"
609,Stress_Workload_10,Stress_Workload,2010,,Calculated from Raw,Engagement Model,,,"Stress & Workload 2010 (Calculated from day6_210, day6_310)"
610,Vision_Mission_Goals_10,Vision_Mission_Goals,2010,,Calculated from Raw,Engagement Model,,,"Vision, Mission & Goals 2010 (Calculated from org1_110, org1_210)"
611,Teamwork_10,Teamwork,2010,,Calculated from Raw,Engagement Model,,,"Teamwork 2010 (Calculated from cow1_1, cow1_3, cow1_4)"
612,Physical_Environment_Tools_10,Tools_Workspace,2010,,Calculated from Raw,Engagement Model,,,"Physical Environment & Tools 2010 (Calculated from phy1_1, phy1_3)"
613,Recognition_10,Recognition,2010,,Calculated from Raw,Engagement Model,,,"Recognition 2010 (Calculated from day4_10, day4_210)"
614,Professional_Development_10,Professional_Development,2010,,Calculated from Raw,Engagement Model,,,"Professional Development 2010 (Calculated from perf1_1, perf1_2, perf1_3)"
615,Pay_Benefits_10,Pay_Benefits,2010,,Calculated from Raw,Engagement Model,,,"Pay & Benefits 2010 (Calculated from day4_310, day4_410)"
616,Staffing_Practices_10,Staffing_Practices,2010,,Calculated from Raw,Engagement Model,,,"Staffing Practices 2010 (Calculated from day3_410, day3_510)"
617,Respectful_Environment_10,Respectful_Environment,2010,,Calculated from Raw,Engagement Model,,,"Respectful Environment 2010 (Calculated from day1_110, day1_210, day1_310)"
618,Executive_Level_10,Executive_Level,2010,,Calculated from Raw,Engagement Model,,,"Executive Level 2010 (Calculated from exe1_110, exe1_310)"
619,Supervisory_Level_10,Supervisory_Level,2010,,Calculated from Raw,Engagement Model,,,"Supervisory Level 2010 (Calculated from pers1_310, pers1_410)"
620,DAYS_IN_POSITION_10,NA,2010,,Exclude,Other,,,Days In Current Position 2010 (Calculated from START_DATE_IN_POSITION_10)
621,Satisfaction_Score_10,NA,2010,,Exclude,Outdated Survey Question/Calc,,,"Satisfaction 2010 (Calculated from Job_Satisfaction_10, Org_Satisfaction_10 - used for migration analysis)"
622,SUP_INDIVIDUAL_SCORE_10,NA,2010,,Exclude,Outdated Survey Question/Calc,,,Individual Supervisor Score 2010 (Calculated by crossing CURSUPID10 with Supervisory_Level_10 - provides a mean Supervisory-level Management score for each supervisor based on the responses of their direct reports)
623,SUP_INDIVDIUAL_SCORE_N_10,NA,2010,,Exclude,Outdated Survey Question/Calc,,,Individual Supervisor Score Valid N 2010 (Total number of responses used to calculate SUP_INDIVIDUAL_SCORE_10)
624,SUP_INDIVIDUAL_SCORE_SD_10,NA,2010,,Exclude,Outdated Survey Question/Calc,,,Individual Supervisor Score Standard Deviation 2010 (Standard deviation obtained from SUP_INDIVIDUAL_SCORE_10 calculation - can be used to determine standard error per supervisor)
